bullet_point,category,category_url,clickthrough_url,close_date,currency,funds_raised_amount,funds_raised_percent,image_url,is_indemand,is_pre_launch,offered_by,open_date,perk_goal_percentage,perks_claimed,price_offered,price_retail,product_stage,project_id,project_type,source_url,tagline,tags,title
"null","Film","/explore/film","/projects/opening-scene-of-the-feature","2021-12-11T23:59:59-08:00","USD","364","0.0364","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nyxohiufwdlkohe66lpd.jpg","false","false","null","2021-10-12T00:00:00-07:00","null","null","null","null","null","2697871","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A contemporary rhythm and blues musical that takes a point blank approach to social injustice.","[""short film"",""other"",""drama""]","Opening Scene of the Feature"
"null","Film","/explore/film","/projects/the-lazarus-path--6","2021-07-31T23:59:59-07:00","GBP","491","0.0982","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tuhwkkjiv99l16i2mtwn.jpg","false","false","null","2021-06-20T00:00:00-07:00","null","null","null","null","null","2671788","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A short SciFi, fantasy film with a moral dilemma. Life is precious, how far would you go to save it?","[""short film"",""fantasy"",""women"",""indie""]","The Lazarus Path"
"null","Film","/explore/film","/projects/raising-money-for-thesis-film","2021-12-15T23:59:59-08:00","USD","1769","0.425240384615","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mbet7bsh2hmwgtio5okv.jpg","false","false","null","2021-10-26T00:00:00-07:00","null","null","null","null","null","2711468","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help me fund my thesis short film!","[""comedy"",""indie"",""short film""]","Raising Money for Thesis Film"
"null","Film","/explore/film","/projects/el-deliverista-documentary-film","2021-12-09T23:59:59-08:00","USD","477","0.1908","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/n97auiuydtjfiks42jbw.jpg","false","false","null","2021-11-14T00:00:00-08:00","null","null","null","null","null","2716695","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A documentary film centered around the advocacy work of bike delivery workers in NYC.","[""documentary"",""community"",""bikes"",""indie"",""students""]","El Deliverista documentary film"
"null","Film","/explore/film","/projects/my-special-boy-a-friday-the-13th-fan-film--2","2021-04-13T23:59:59-07:00","USD","7210","0.3605","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/k0sk8qcafp5hry1jpplu.jpg","false","false","null","2021-02-12T00:00:00-08:00","null","null","null","null","null","2640852","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","""Bury the past, or it will bury you."" 

A reimagining that tells a brand new tale of terror.","[""horror""]","My Special Boy: A Friday The 13th Fan Film"
"null","Film","/explore/film","/projects/a-manchester-story-a-positive-documentary","2019-08-30T23:59:59-07:00","GBP","855","0.100588235294","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/lsetrl4fp3vfril6whad.jpg","false","false","null","2019-07-31T00:00:00-07:00","null","null","null","null","null","2520539","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","90 minute Documentary about the positive actions of people affected by the Manchester Arena Bombing.","[""documentary"",""short film"",""community"",""indie"",""other""]","A Manchester Story: A Positive Documentary"
"null","Film","/explore/film","/projects/coming-out-out-film","2021-12-08T23:59:59-08:00","GBP","493","0.0986","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/giqfamotzyyc1owkcdmf.jpg","false","false","null","2021-10-27T00:00:00-07:00","null","null","null","null","null","2713196","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A short LGBTQIA film exploring the non-binary micro aggression experience of coming out out.","[""lgbtq"",""short film"",""family"",""drama""]","Coming Out Out Film"
"null","Film","/explore/film","/projects/stranded-a-bigfoot-film-by-shawn-burkett","2019-04-30T23:59:59-07:00","USD","3344","0.210672210672","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/v6u5hx0cgsyhzdoqoija.jpg","false","false","null","2019-03-01T00:00:00-08:00","null","null","null","null","null","2468049","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","STRANDED is the upcoming Creature Feature from Shawn Burkett","[""thriller""]","STRANDED: a BIGFOOT film by Shawn Burkett"
"null","Film","/explore/film","/projects/running-on-empty-senior-thesis","2022-01-08T23:59:59-08:00","USD","983","0.327666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mfp8nqmxddedoithhwfb.jpg","false","false","null","2021-11-09T00:00:00-08:00","null","null","null","null","null","2708030","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Funding Jordan Brown & Thomas Frevele's Ithaca College Senior Thesis about a road trip adventure","[""adventure"",""cars"",""festival"",""short film"",""students""]","Running on Empty - Senior Thesis"
"null","Film","/explore/film","/projects/the-art-lesson","2019-05-14T23:59:59-07:00","USD","1771","0.590333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/fcigfw3h1p058dqhiuxu.jpg","false","false","null","2019-03-15T00:00:00-07:00","null","null","null","null","null","2467679","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Raising the budget for a short film about two people clashing over their perception of an artwork","[""short film"",""drama"",""festival"",""indie"",""students""]","The Art Lesson"
"null","Film","/explore/film","/projects/milford-short-film-by-nathan-barnatt","2018-11-14T23:59:59-08:00","USD","22540","0.751333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nektefkme7v1lrv7wrbw.jpg","false","false","null","2018-10-15T00:00:00-07:00","null","null","null","null","null","2428326","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Nathan Barnatt's 2nd short film!","[""short film""]","Milford - Short Film by Nathan Barnatt"
"null","Film","/explore/film","/projects/the-land-a-short-film-in-cinemascope","2019-11-28T23:59:59-08:00","USD","4670","0.491578947368","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hhht2mtlmpifulsff4my.jpg","false","false","null","2019-10-29T00:00:00-07:00","null","null","null","null","null","2512210","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","True Indie film done BIG..  Classic Hollywood style...Brave indie spirit.","[""drama"",""suspense"",""indie"",""short film"",""thriller""]","The Land - A Short Film in Cinemascope"
"null","Film","/explore/film","/projects/kate-jake-feature-film","2020-12-08T23:59:59-08:00","GBP","3250","0.65","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/k7hby60xlrhgprkgu13i.jpg","false","false","null","2020-10-24T00:00:00-07:00","null","null","null","null","null","2627131","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A truthful, hard-hitting yet funny tale of adolescent love, loss and dreams.","[""drama"",""romance""]","Kate & Jake - Feature Film"
"null","Film","/explore/film","/projects/short-film-transgressing","2021-04-28T23:59:59-07:00","GBP","5695","0.474583333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/uwtw9iypw3llnxpvquff.jpg","false","false","null","2021-03-23T00:00:00-07:00","null","null","null","null","null","2664550","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","What is the price of innocence?","[""short film"",""drama"",""family"",""indie"",""students""]","Short film TRANSGRESSING"
