bullet_point,category,category_url,clickthrough_url,close_date,currency,funds_raised_amount,funds_raised_percent,image_url,is_indemand,is_pre_launch,offered_by,open_date,perk_goal_percentage,perks_claimed,price_offered,price_retail,product_stage,project_id,project_type,source_url,tagline,tags,title
"null","Human Rights","/explore/human-rights","/projects/feminine-hygiene-project-india","2015-10-14T23:59:59-07:00","CAD","1246","0.830666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ck3arbnpohhg5heffcq3.jpg","false","false","null","2015-09-30T01:27:37-07:00","null","null","null","null","null","1457366","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Raising funds to purchase Silicone Menstrual Cups for women in need in India.","[""other""]","Feminine Hygiene Project India"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/uga-1-lapel-pin-chance-to-order-for-5-discount","2015-08-30T23:59:59-07:00","USD","230","0.184","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pjumeiyast5fetj4ydao.jpg","false","false","null","2015-08-14T05:49:11-07:00","null","null","null","null","null","1394891","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","I've created a lapel pin in the image of Uga 1, but licensing is expensive! Pre-order to help!","[""other""]","Uga 1 Lapel Pin - Chance to Order for $5 Discount"
"null","Audio","/explore/audio","/projects/twirling720-vr-audio-recorder","2016-11-24T23:59:59-08:00","USD","18434","1.156","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hsh7tnwsqujpozxkf5fn.jpg","false","false","null","2016-10-25T14:34:21-07:00","null","null","null","null","null","1928147","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Record Real 3D sound with an all-in-one VR microphone.","[""other""]","Twirling720 VR Audio Recorder"
"null","Travel & Outdoors","/explore/travel-outdoors","/projects/solar-e-bike-e-trailer-180-mile-electric-range","2015-06-18T23:59:59-07:00","USD","1000","0.1","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/d4mojdbquyq8bjvj0y8x.jpg","false","false","null","2015-04-19T18:14:34-07:00","null","null","null","null","null","1232768","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Affordable and Configurable Sky Solar Electric Bicycle Kit with 180 mile range and 40MPH max speed!","[""solar"",""bikes"",""social innovations""]","Solar E-Bike - E-Trailer - 180 Mile Electric Range"
"null","Music","/explore/music","/projects/experience-child-s-live-recording","2019-09-21T23:59:59-07:00","USD","3217","0.3217","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/lakwasiin77fphwhsmhj.jpg","false","false","null","2019-08-07T00:00:00-07:00","null","null","null","null","null","2524239","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help fund the creation of CHILD LIVE | the debut show and live [music & video] recording!","[""recording"",""music video""]","Experience CHILD's Live Recording"
"null","Culture","/explore/culture","/projects/insert-tibetan-flag-emoji","2019-01-08T23:59:59-08:00","USD","6648","0.26592","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/e7pwqvuyvsvxz07x324x.jpg","false","false","null","2018-11-13T00:00:00-08:00","null","null","null","null","null","2431119","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Support our campaign to make the Tibetan flag an official emoji.","[""mobile apps"",""design""]","Insert Tibetan Flag Emoji"
"null","Art","/explore/art","/projects/raw-artists-art-booth-price","2015-05-01T23:59:59-07:00","USD","40","0.08","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ubprhdnyntsctelbrwva.jpg","false","false","null","2015-04-01T13:41:34-07:00","null","null","null","null","null","1207052","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Need to sell 20 tickets at $ 15.00 each so I can pay for the art booth at RAW artists Montreal","[""other""]","RAW artists art booth price "
"null","Web Series & TV Shows","/explore/web-series-tv-shows","/projects/the-dog-park","2017-12-29T23:59:59-08:00","USD","785","0.0785","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/gua405mwuiievdl8ixal.jpg","false","false","null","2017-11-29T18:08:45-08:00","null","null","null","null","null","2278940","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","a new digital series waiting to be unleashed","[""dogs"",""comedy""]","The Dog Park"
"null","Wellness","/explore/wellness","/projects/clearing-the-air-one-nose-at-a-time","2018-10-12T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/oa6ngjfzcyjkug0r03yc.jpg","false","false","null","2018-08-28T00:00:00-07:00","null","null","null","null","null","2324017","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Helping victims of recent wildfire disasters by providing free Nasopure!","[""other"",""bottles"",""community"",""men"",""women""]","Clearing The Air One Nose At A Time"
"null","Comics","/explore/comics","/projects/tragedy--2","2021-09-11T23:59:59-07:00","USD","477","0.954","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qlx6hyxjz5ewhbluius5.jpg","false","false","null","2021-08-12T00:00:00-07:00","null","null","null","null","null","2692229","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Tragedy 1: Assassin faces inner demons, rival mobs, and meta-humans!","[""indie""]","Tragedy"
"null","Food & Beverages","/explore/food-beverages","/projects/muckraker-beermaker","2018-07-20T23:59:59-07:00","USD","14190","0.1419","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qqxjra6ojf5j6eaal6i6.jpg","false","false","null","2018-05-21T15:28:51-07:00","null","null","null","null","concept","2377998","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Mine The Wild","[""beer""]","Muckraker Beermaker"
"null","Culture","/explore/culture","/projects/hoolipack-clothes-skid-row","2019-12-22T23:59:59-08:00","USD","1537","0.025616666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/skzd6sdbxkdj9srqrkb1.jpg","false","false","null","2019-10-23T00:00:00-07:00","null","null","null","null","null","2519210","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Hoolipack will clothe over 2,600 Homeless citizens on Skid Row with their in Hoolipack hoodies","[""love"",""clothing"",""documentary"",""family"",""other""]","Hoolipack Clothes Skid Row"
"null","Human Rights","/explore/human-rights","/projects/boxed-secrets-a-subscription-box-for-women","2018-12-22T23:59:59-08:00","USD","125","0.0025","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hiq8eozddbn9zr4i3qvt.jpg","false","false","null","2018-10-23T00:00:00-07:00","null","null","null","null","null","2431606","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Empowering women by promoting products that encourage body positivity and sexual liberation.","[""beauty"",""female founders"",""safety"",""women"",""underwear""]","Boxed Secrets - A Subscription Box for Women"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/foreign-pineapple-shocker","2017-09-13T23:59:59-07:00","USD","377","0.174537037037","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/w6smvj3hdzkdg828nsmu.jpg","false","false","null","2017-08-23T10:46:34-07:00","null","null","null","null","prototype","2193665","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Be strong, Stand tall. Wear a crown, Be strong on the outside, but sweet as can be on the inside!","[""other""]","Foreign Pineapple Shocker"
"null","Productivity","/explore/productivity","/projects/irithm-the-world-s-smartest-nocode-app-builder","2021-06-20T23:59:59-07:00","USD","1520","0.0152","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/naiajkd2npz13pmsswub.jpg","false","false","null","2021-04-21T00:00:00-07:00","null","null","null","null","null","2659289","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Build your own Web & Mobile Apps along side an AI-powered developer-bot - no coding skills needed!","[""software"",""mobile apps"",""apps""]","iRithm - The world's smartest nocode app builder"
"null","Camera Gear","/explore/camera-gear","/projects/ziegel-by-bonzart-tokyo","2020-11-09T23:59:59-08:00","USD","127622","11.478686454057","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/o3dqumhxl4ant2sipks5.jpg","false","false","null","2020-11-08T23:59:59-08:00","null","null","null","null","null","2603793","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Unconstrained by stereotypes - A new camera by BONZART","[""design"",""indie"",""first-time founders""]","ZIEGEL by BONZART Tokyo"
"null","Education","/explore/education","/projects/women-in-hip-hop-interactive-experience","2016-06-15T23:59:59-07:00","USD","325","0.0325","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/m7rhzf6okfqkwkptyrr1.jpg","false","false","null","2016-05-19T06:24:56-07:00","null","null","null","null","null","1766711","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Detroit's 1st Women in Hip Hop Conference + Concert","[""female founders""]","Women in Hip Hop Interactive Experience"
"null","Environment","/explore/environment","/projects/fight-country-pointe-plainview-legal-fund-v","2015-11-15T23:59:59-08:00","USD","200","0.04","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jnt6zbk9b6zbhvwwd8r3.jpg","false","false","null","2015-10-16T16:46:13-07:00","null","null","null","null","null","1495633","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Please contribute to the self-financed, self-written legal effort against ""Country-Pointe Plainview""","[""other""]","Fight Country Pointe Plainview - Legal Fund V"
"null","Energy & Green Tech","/explore/energy-green-tech","/projects/new-homebiogas-generation-turns-waste-into-energy","2019-12-04T23:59:59-08:00","USD","382227","7.47102","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mgmoyiaqpwen8yh394vn.jpg","false","false","null","2019-12-03T23:59:59-08:00","null","null","null","null","null","2563400","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A system for sustainable living that turns your waste into renewable energy & fertilizer","[""food"",""family"",""garden""]","New HomeBiogas Generation: Turns Waste Into Energy"
"null","Audio","/explore/audio","/projects/jvibes-taking-sound-to-a-new-level","2019-04-26T23:59:59-07:00","USD","1186","0.04744","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ywch8b28atrr5uotfj72.jpg","false","false","null","2019-02-25T00:00:00-08:00","null","null","null","null","concept","2474767","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","True Wireless Earbuds/ Waterproof/ Long Durability/ Resistant, ergonomic & comfortable/  CRAZY LOUD!","[""bluetooth"",""earbuds"",""headphones"",""wireless""]","JVibes: Taking Sound to a New Level!"
"null","Film","/explore/film","/projects/served-a-short-film--2","2021-08-22T23:59:59-07:00","USD","2455","1.2275","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/s5vwyyr5fhul2hngrjmi.jpg","false","false","null","2021-06-23T00:00:00-07:00","null","null","null","null","null","2687374","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","It’s hard to find out who is trying to kill you, when everyone in the room has a reason to.","[""female founders"",""comedy"",""suspense"",""indie"",""short film""]","SERVED- A Short Film"
"null","Wellness","/explore/wellness","/projects/abundance-grail-led-flameless-candle-holders","2017-06-11T23:59:59-07:00","USD","325","0.01625","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/v0tyjgrgfrbdw0ytmmng.jpg","false","false","null","2017-04-12T12:15:53-07:00","null","null","null","null","null","1973825","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Reminders to change your outlook through the power of affirmations.  Manufactured & packaged in USA.","[""other""]","Abundance Grail -LED Flameless candle holders."
"null","Health & Fitness","/explore/health-fitness","/projects/varsity-nutrition-health-and-fitness-company","2015-02-21T23:59:59-08:00","USD","26","0.0013","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qflrqvvfvgnzxc8nf19m.jpg","false","false","null","2014-12-23T06:53:12-08:00","null","null","null","null","null","1056999","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Varsity Nutrition is a new nutrition company focused on athletic performance and one's well-being.","[""other""]","Varsity Nutrition - Health and Fitness Company"
"null","Camera Gear","/explore/camera-gear","/projects/a-photocamera-for-a-photojournalist","2015-05-08T23:59:59-07:00","USD","672","0.2688","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/sdkkcofu9yw1ac8rseym.jpg","false","false","null","2015-03-09T10:59:37-07:00","null","null","null","null","null","1171700","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A camera for a freelance photojournalist...help me  please!","[""other""]","A photocamera for a photojournalist"
"null","Local Businesses","/explore/local-businesses","/projects/candy-throne","2015-10-31T23:59:59-07:00","USD","2","0.004","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bbz56d8bki4hdjxy2kp0.jpg","false","false","null","2015-10-09T10:13:32-07:00","null","null","null","null","null","1484551","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Candy Throne","[""other""]","Candy Throne"
"null","Education","/explore/education","/projects/personalized-education-for-individual-learning--2","2018-02-02T23:59:59-08:00","USD","440","0.0044","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/i5wkhsubjui4jzli5egr.jpg","false","false","null","2017-12-19T20:45:51-08:00","null","null","null","null","null","2275850","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Modern education for gifted students and students with disabilities, creating positive results!","[""other""]","Personalized Education for Individual Learning! "
"null","Environment","/explore/environment","/projects/save-beeliar-wetlands-and-support-our-legal-fund","2015-12-12T23:59:59-08:00","AUD","42594","0.85188","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wgvbrk5dzaz2n5jy0zdn.jpg","false","false","null","2015-10-29T07:15:49-07:00","null","null","null","null","null","1494828","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Save Beeliar Wetlands

Legal Challenge
Legal Fund","[""other""]","Save Beeliar Wetlands and support our legal fund!"
"null","Transportation","/explore/transportation","/projects/volta-more-than-your-average-electric-bike","2017-04-13T23:59:59-07:00","USD","481918","5.909186666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tkk3saoffde92kenzsdt.jpg","false","false","null","2017-04-12T23:59:59-07:00","null","null","null","null","prototype","2089404","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The smartest e-bike ever. 40 miles of power in a sleek, budget-friendly package.","[""other""]","Volta - More than your average electric bike"
"null","Local Businesses","/explore/local-businesses","/projects/primal-athletics-home-of-crossfit-campbell-river","2015-08-24T23:59:59-07:00","CAD","4350","0.29","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vxepucssic5gaq0rh5om.jpg","false","false","null","2015-07-15T19:55:56-07:00","null","null","null","null","null","1264112","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help us change peoples lives, Primal Athletics home of CrossFit Campbell River.","[""other""]","Primal Athletics - Home of CrossFit Campbell River"
"null","Phones & Accessories","/explore/phones-accessories","/projects/powervision-s1-world-s-smallest-smartphone-gimbal","2021-07-20T23:59:59-07:00","USD","132070","5.15404","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/s8tgrtrrpazoertii6kx.jpg","true","false","null","2021-06-02T00:00:00-07:00","null","null","null","null","prototype","2675927","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Pocket-sized gimbal with advanced AI tracking & PowerFollow that doubles as a wireless power bank.","[""batteries"",""chargers"",""recording"",""smart phones"",""iphone""]","PowerVision S1: World's Smallest Smartphone Gimbal"
"null","Phones & Accessories","/explore/phones-accessories","/projects/the-motherbox-true-wireless-charging--2","2017-03-21T23:59:59-07:00","USD","320028","5.81504","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vctymkls9x27ddihwj9v.jpg","false","false","null","2017-02-15T09:01:24-08:00","null","null","null","null","prototype","1759405","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The first wireless charging product that isn't tethered to your device. REAL wireless charging.","[""wireless"",""chargers"",""batteries""]","The MotherBox - TRUE Wireless Charging"
"null","Culture","/explore/culture","/projects/the-explorer-s-dream-fundraiser","2019-07-10T23:59:59-07:00","GBP","195","0.39","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tqy432cfdobld0nxhz2g.jpg","false","false","null","2019-05-11T00:00:00-07:00","null","null","null","null","null","2451623","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Fundraising for our next public, creative arts event. Building community, sparking imagination!","[""family"",""community""]","The Explorer's Dream Fundraiser"
"null","Culture","/explore/culture","/projects/feast-world-kitchen","2019-10-01T23:59:59-07:00","USD","27386","1.09544","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mjjaqpxnbjqpb03wpvfn.jpg","false","false","null","2019-08-22T00:00:00-07:00","null","null","null","null","null","2536111","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help create an incubator kitchen to celebrate and empower immigrants and former refugees in Spokane!","[""food"",""kitchen""]","Feast World Kitchen"
"null","Culture","/explore/culture","/projects/light-the-marquee","2019-07-28T23:59:59-07:00","USD","4500","0.009","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/aumxw6z1agyupvkddypu.jpg","false","false","null","2019-05-29T00:00:00-07:00","null","null","null","null","null","2506419","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Be a Piece of History at the Sacred Heart University Community Theater 2020","[""community""]","Light the Marquee"
"null","Comics","/explore/comics","/projects/america-a-graphic-novel-from-overground-comics","2018-10-19T23:59:59-07:00","USD","1063","0.708666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kjw6wcmvqtaxyqhjfvpg.jpg","false","false","null","2018-09-19T00:00:00-07:00","null","null","null","null","null","2415128","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The hit series from Overground Comics with new bonus material!","[""adventure""]","America:  A Graphic Novel from Overground Comics"
"null","Energy & Green Tech","/explore/energy-green-tech","/projects/gas-off-automated-propane-tank-shut-off-timer","2021-01-23T23:59:59-08:00","USD","195","0.000557142857","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/rtqgvsctjsnh2hw69ipy.jpg","false","false","null","2020-11-24T00:00:00-08:00","null","null","null","null","null","2630199","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Never forget to shut off your gas grill again. Stop wasting propane while being safe & eco-friendly.","[""camping"",""food"",""kitchen"",""safety"",""smart home""]","Gas Off: Automated Propane Tank Shut Off Timer"
"null","Energy & Green Tech","/explore/energy-green-tech","/projects/energy-cube-next-gen-mobile-solar-power-generator--3","2019-09-17T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ypntilafb1nvmkhplof7.jpg","false","false","null","2019-08-03T00:00:00-07:00","null","null","null","null","concept","2522610","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The Most Compact 8kW Mobile Solar Generator. Fits SUV Trunk For Travels Or Backup Power For Home","[""adventure"",""batteries"",""camping"",""smart home"",""solar""]","ENERGY CUBE: Next Gen Mobile Solar Power Generator"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/fashion-community-week","2020-04-05T23:59:59-07:00","USD","110","0.0022","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mtowtgvfdu0rbuwxpfs5.jpg","false","false","null","2020-02-05T00:00:00-08:00","null","null","null","null","null","2566217","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Fashion with a Purpose!","[""women"",""beauty"",""community"",""design"",""female founders""]","Fashion Community Week"
"null","Education","/explore/education","/projects/global-aum-cultivating-worldwide-peace-and-unity","2015-05-10T23:59:59-07:00","GBP","670","0.134","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nrpaoyg8jwkss5xkfude.jpg","false","false","null","2015-04-10T02:20:55-07:00","null","null","null","null","null","1204976","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The 1st Global AUM Day. World Togetherness for Peace and Unity","[""other""]","Global Aum. Cultivating Worldwide Peace and Unity"
"null","Dance & Theater","/explore/dance-theater","/projects/missed-connections-a-craigslist-musical","2016-02-25T23:59:59-08:00","USD","15151","0.432885714286","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/lbklqaj9zekqmwucknth.jpg","false","false","null","2016-01-11T08:54:25-08:00","null","null","null","null","null","1582557","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","An original hip NEW musical based on REAL Craigslist ads bound for Off Broadway in 2016.","[""other""]","Missed Connections: A Craigslist Musical"
"null","Productivity","/explore/productivity","/projects/a-safe-simple-login-service","2019-05-10T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dyh7isbsi3swdju3amgp.jpg","false","false","null","2019-03-11T00:00:00-07:00","null","null","null","null","null","2477224","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","We want to make login simple & safe for users on the internet","[""computers"",""software"",""apps"",""safety"",""security""]","A Safe Simple Login Service"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/cryptonator-multi-cryptocurrency-mobile-wallet","2015-04-16T23:59:59-07:00","USD","360","0.0144","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/yxhoxsit9j8b4yhqj1f1.jpg","false","false","null","2015-03-17T04:23:24-07:00","null","null","null","null","null","914799","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Cryptocurrency as easy as pie! Discover the future of money and payments.","[""other""]","Cryptonator Multi-Cryptocurrency Mobile Wallet"
"null","Music","/explore/music","/projects/nouvel-album-de-monsieur-toto-le-coeur-en-joie","2015-12-01T23:59:59-08:00","EUR","1331","0.6655","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dq9zxzjrhgtzucfoikqa.jpg","false","false","null","2015-10-22T09:23:30-07:00","null","null","null","null","null","1495406","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Monsieur toto : un duo d'indie-pop d'influences anglo-saxonnes mais chantant en français.","[""other""]","Nouvel album de Monsieur toto: 'Le Coeur En Joie' "
"null","Transportation","/explore/transportation","/projects/spark-fully-loaded-electric-bike","2015-09-20T23:59:59-07:00","USD","57736","1.37","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/yvyvnzm0ffwqpzwpjxfc.jpg","false","false","null","2015-09-19T23:59:59-07:00","null","null","null","null","null","1443160","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Packed with more features than your standard electric bike and at a fraction of the price!","[""other""]","Spark - Fully Loaded Electric Bike!"
"null","Tabletop Games","/explore/tabletop-games","/projects/puns-of-anarchy-outrageous-pun-making-party-game","2020-02-15T23:59:59-08:00","USD","301129","14.8568","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/y5yq2e4blyrcaw77mfhn.jpg","false","false","null","2020-02-14T23:59:59-08:00","null","null","null","null","null","2581121","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The game of rapid-fire pun-making! No bands or movies are safe from becoming hilarious wordplay.","[""comedy"",""other""]","Puns of Anarchy: Outrageous Pun-Making Party Game"
"null","Camera Gear","/explore/camera-gear","/projects/my-camera-got-stolen","2014-01-29T23:59:59-08:00","USD","350","0.094594594595","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/c0dymz09cpm8y5m1q1dz.jpg","false","false","null","2013-12-15T16:24:44-08:00","null","null","null","null","null","619396","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","12/13/2013 My camera bag with all of my equipment was stolen from me. Its taken me 2 1/2 years  of hard to to get it. I need your help to get it back!","[""other""]","My Camera got Stolen!!!"
"null","Music","/explore/music","/projects/s-h-e-by-lady-mu","2021-09-03T23:59:59-07:00","USD","3056","0.183367334693","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ndaxzhaiond64ysfpwxs.jpg","false","false","null","2021-08-01T00:00:00-07:00","null","null","null","null","null","2689895","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A Visionary Artistic Debut weaving Song, Dance,  & Cinematic Art into a Timeless Tale of the Goddess","[""music video"",""recording"",""album"",""love"",""short film""]","S. H. E.  by LADY MU"
"null","Home","/explore/home","/projects/eco-friendly-housing-for-our-disabled-veterans","2015-05-13T23:59:59-07:00","USD","60","0.0006","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jyhpwe2d2fkw46xgmczc.jpg","false","false","null","2015-03-14T01:42:36-07:00","null","null","null","null","null","1179105","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","We are building eco-friendly, energy efficient, hi-tech housing for our disabled & homeless Veterans","[""other""]","Eco-friendly housing for our disabled Veterans"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/thermo-elektrisch-kuhlender-katzen-futterautomat","2015-04-11T23:59:59-07:00","EUR","6601","0.13202","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nzhctsadnf5cny1kbeol.jpg","false","false","null","2015-02-10T13:45:26-08:00","null","null","null","null","null","1116798","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Hier kommt der erste Katzenfutterautomat für Frisch-und Nassfutter mit RFID-Chip Technologie.","[""other""]","Thermo-elektrisch kühlender Katzen-Futterautomat"
