bullet_point,category,category_url,clickthrough_url,close_date,currency,funds_raised_amount,funds_raised_percent,image_url,is_indemand,is_pre_launch,offered_by,open_date,perk_goal_percentage,perks_claimed,price_offered,price_retail,product_stage,project_id,project_type,source_url,tagline,tags,title
"null","Camera Gear","/explore/camera-gear","/projects/wicam-the-programmable-wireless-coin-cam","2016-04-20T23:59:59-07:00","USD","127449","3.876726617568","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/q4rbsfqnpqcij3escmb9.jpg","false","false","null","2016-04-19T23:59:59-07:00","null","null","null","null","null","1711683","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Imagine a camera that's smaller and wireless that you install anywhere. That’s WiCAM. The coin cam!","[""other""]","WiCAM: The programmable wireless coin cam"
"null","Wellness","/explore/wellness","/projects/give-backbends-support-yoga-in-our-community","2018-10-02T23:59:59-07:00","USD","435","0.0435","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bznguesljzj9vsdqmtyj.jpg","false","false","null","2018-08-23T00:00:00-07:00","null","null","null","null","null","2389446","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Free yoga for everyone? YES! Your contribution helps bring yoga to communities across Connecticut!","[""yoga"",""community""]","GIVE BACKbends: Support Yoga in Our Community!"
"null","Art","/explore/art","/projects/b-art-a-jus-bois-moi-juice-b-art","2016-06-30T23:59:59-07:00","CAD","50","0.001","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zo4voir0gpoecy4bnz8j.jpg","false","false","null","2016-05-01T19:09:32-07:00","null","null","null","null","null","1744089","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Art Sophia Rochas (facebook) and Juice B.ART idea","[""other""]","B.ART À JUS BOIS MOI JUICE B.ART"
"null","Film","/explore/film","/projects/it-s-a-sign","2021-02-06T23:59:59-08:00","CAD","8025","1.3375","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/von4f390gpvijosv2biu.jpg","true","false","null","2020-12-08T00:00:00-08:00","null","null","null","null","null","2647443","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Sudbury Indie Cinema needs you to 'sign on"" to help us get lit on the outside.","[""community"",""festival"",""social innovations""]","It's A Sign!"
"null","Home","/explore/home","/projects/--203982","2021-06-05T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/orl8hvtomx7hgr98erwz.jpg","false","false","null","2021-05-06T00:00:00-07:00","null","null","null","null","null","2678253","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","My Campaign Title","[""3d""]","My Campaign Title"
"null","Audio","/explore/audio","/projects/99-classics-quality-wood-headphones","2015-09-25T23:59:59-07:00","USD","50621","2.19045","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zi5boaqqpo9wvlgqq4q0.jpg","false","false","null","2015-08-26T04:15:32-07:00","null","null","null","null","null","1310299","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Beautifully crafted headphones that will acquire personal meaning for the user over time.","[""headphones""]","99 Classics - Quality Wood Headphones"
"Sign up for our early bird discounts","Tabletop Games","/explore/tabletop-games","/projects/deco-games-board-game-set-with-no-missing-pieces-restaurant-toys/coming_soon","null","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ep2xvztktnuglbaeojiq.jpg","false","true","null","null","null","null","null","null","null","2374515","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","No missing pieces","[""community"",""furniture"",""kids"",""toys"",""restaurant""]","The first self-contained Chess & Board Game system"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/cizor-a-tungsten-carbide-cutting-tool","2021-02-08T23:59:59-08:00","USD","312948","16.964555555556","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/e8hdvehvl4yly4cjzwvv.jpg","true","false","null","2021-02-07T23:59:59-08:00","null","null","null","null","prototype","2659437","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","In your pocket or on your desk. Super hard and always handy. This knife breaks glass in emergencies.","[""knives"",""design""]","CIZOR, a tungsten carbide cutting tool"
"null","Food & Beverages","/explore/food-beverages","/projects/college-snack-attack-subscription-box","2017-07-30T23:59:59-07:00","USD","398","0.0796","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/betfm2nrh85wgljlxeps.jpg","false","false","null","2017-06-30T09:04:40-07:00","null","null","null","null","null","2146011","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The Ultimate Snacking Experience For College Students!","[""other""]","College Snack Attack Subscription Box"
"null","Dance & Theater","/explore/dance-theater","/projects/dances-for-intimate-spaces-and-friendly-people","2015-10-02T23:59:59-07:00","USD","4734","0.9468","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ws9nmt1x4fz1vmj1tzvc.jpg","false","false","null","2015-08-13T09:26:29-07:00","null","null","null","null","null","1382418","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Fund our Furry Campaign!","[""other""]","Dances for Intimate Spaces and Friendly People"
"null","Music","/explore/music","/projects/after-the-mourning-album-1","2021-09-15T23:59:59-07:00","USD","445","0.089","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/m4pzqibuspom4e0wcqom.jpg","false","false","null","2021-07-17T00:00:00-07:00","null","null","null","null","null","2691856","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Please consider a donation for some exclusive merchandise only made for our Indie Go-Go backers!","[""recording"",""album"",""music video""]","After The Mourning - Album #1"
"null","Photography","/explore/photography","/projects/journey-with-justin-to-the-louvre","2018-10-26T23:59:59-07:00","CAD","5945","0.660555555556","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pxxckjh1il3pjbdtk6to.jpg","false","false","null","2018-08-27T00:00:00-07:00","null","null","null","null","null","2385520","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","#HamOntGoesToParis","[""community"",""festival"",""design""]","Journey with Justin to the Louvre"
"null","Comics","/explore/comics","/projects/children-of-plants-poly-love","2021-01-31T23:59:59-08:00","USD","3060","1.016666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mmqsn7ilzzkkga4lxyjm.jpg","true","false","null","2021-01-01T00:00:00-08:00","null","null","null","null","null","2651747","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Reishi Studios represents a collection of stories ready for development beginning with POLY — LOVE.","[""love"",""indie""]","Children of Plants: POLY - LOVE"
"null","Human Rights","/explore/human-rights","/projects/haircuts-for-the-homeless-tour","2017-12-27T23:59:59-08:00","USD","463","0.011575","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cnyhihsqo2mspvco2bmn.jpg","false","false","null","2017-11-12T00:17:41-08:00","null","null","null","null","null","2263864","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","We believe the way you see the world is directly connected to how you see yourself","[""social innovations"",""social innovations""]","Haircuts for the homeless TOUR"
"null","Human Rights","/explore/human-rights","/projects/honor-lgbt-heroes-and-heroines-with-a-plaque-in-sf-s-castro-district","2013-10-15T23:59:59-07:00","USD","5600","1.12","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kdkyolpg3xtcbw99dlcp.jpg","false","false","null","2013-08-22T16:40:13-07:00","null","null","null","null","null","503005","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The Rainbow Honor Walk celebrates the heroes and heroines of the worldwide LGBT community.","[""rock""]","Honor LGBT Heroes and Heroines With a Plaque in SF's Castro District"
"null","Comics","/explore/comics","/projects/kill-reaver-1-by-randy-siplon","2020-12-17T23:59:59-08:00","USD","2349","1.258333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jmyhe1edihfwbilafcuy.jpg","true","false","null","2020-10-18T00:00:00-07:00","null","null","null","null","null","2618138","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Do you have the fortitude to enter the realm of the KILL REAVER!","[""fantasy"",""adventure"",""books"",""indie""]","KILL REAVER #1 By Randy Siplon"
"null","Film","/explore/film","/projects/short-film-melancholia","2021-07-30T23:59:59-07:00","AUD","665","0.665","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mkzdemy0fg5fxldsujgr.jpg","false","false","null","2021-05-31T00:00:00-07:00","null","null","null","null","null","2682923","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A fragile teen wrestles with the expectations of his abusive father and his desire for freedom.","[""short film"",""indie"",""drama"",""family"",""suspense""]","Short Film - Melancholia"
"null","Transportation","/explore/transportation","/projects/vela-electric-bicycle","2015-09-22T23:59:59-07:00","USD","26398","0.754228571429","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kgdygq33q7fadvythvtr.jpg","false","false","null","2015-07-24T11:30:45-07:00","null","null","null","null","null","1290922","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Lightweight, affordable and carefully designed for the city. Vela is a beautiful electric bike.","[""other""]","Vela: Electric Bicycle."
"null","Education","/explore/education","/projects/academy-for-innovative-learning","2015-07-14T23:59:59-07:00","USD","27","0.00018","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/eavxg8splceqpiyn2nqo.jpg","false","false","null","2015-06-14T01:40:26-07:00","null","null","null","null","null","1305440","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Get a free course &  more as you donate to support education for dyslexics, adults &  professionals.","[""other""]","ACADEMY FOR INNOVATIVE LEARNING"
"null","Photography","/explore/photography","/projects/florida-colors-and-poetry-photography-book","2016-03-20T23:59:59-07:00","USD","140","0.028","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qid8pu4qgi53idak3zke.jpg","false","false","null","2016-01-20T14:02:21-08:00","null","null","null","null","null","1601583","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","""Florida Colors and Poetry"" a Photography and Poetry book about live, by Anahilda Garcia.","[""other""]","Florida Colors and Poetry Photography Book"
"null","Writing & Publishing","/explore/writing-publishing","/projects/iml-publications-launch-of-venus-as-she-ages","2021-04-14T23:59:59-07:00","USD","21322","0.1523","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pwwvwe3fpk3xhn7v4dlq.jpg","false","false","null","2021-02-13T00:00:00-08:00","null","null","null","null","null","2649605","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A Collection of 6 Novels by Jacqueline Gay Walley","[""books"",""indie"",""love"",""women"",""romance""]","IML Publications Launch of VENUS AS SHE AGES"
"null","Local Businesses","/explore/local-businesses","/projects/eleni-s-empanadas-for-every-occasion-everywhere","2015-08-30T23:59:59-07:00","CAD","815","0.0509375","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cyclfvqjtppffsu8ru7b.jpg","false","false","null","2015-07-01T08:40:35-07:00","null","null","null","null","null","1204803","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Eleni's Empanadas for every occasion; everywhere. Handcrafted empanadas made with love.","[""other""]","Eleni's Empanadas for every occasion - everywhere"
"null","Web Series & TV Shows","/explore/web-series-tv-shows","/projects/aarzu-e-mann-mini-tv-series-for-south-asia","2017-08-20T23:59:59-07:00","USD","1100","0.036666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qx7prqqz2yan8lg8c78a.jpg","false","false","null","2017-07-11T00:17:17-07:00","null","null","null","null","null","1909289","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Need financial support to cover the cost of aggregator/distributor fees.","[""other""]","Aarzu-e-Mann - Mini TV Series For South Asia"
"null","Photography","/explore/photography","/projects/women-in-pantyhose-photography-book","2017-08-11T23:59:59-07:00","USD","7212","0.7212","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/goozy33rbljv3ex1w7cf.jpg","false","false","null","2017-06-12T09:01:04-07:00","null","null","null","null","null","2094197","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Explore true femininity with this exclusive printed book, and help us improve our project","[""female founders""]","Women in Pantyhose Photography Book"
"null","Tabletop Games","/explore/tabletop-games","/projects/non-official-playmats-compatible-with-gloomhaven","2019-06-16T23:59:59-07:00","CAD","55170","7.356","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/iavki9bbys6mzqz1xhat.jpg","false","false","null","2019-06-15T23:59:59-07:00","null","null","null","null","null","2506540","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","3 Different Sizes of Limited Edition Playmats Designed by Crafting Kingdoms.","[""fantasy"",""design"",""adventure""]","Non-Official Playmats Compatible With Gloomhaven"
"null","Phones & Accessories","/explore/phones-accessories","/projects/pack-light-the-newest-hands-free-light-and-mount","2015-07-26T23:59:59-07:00","USD","740","0.185","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/g90kafmk2ivkt74hdzhi.jpg","false","false","null","2015-06-26T21:46:05-07:00","null","null","null","null","null","1313176","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The newest player in outdoor adventure hands-free lighting.  Look out headlamps...here we come.","[""other""]","Pack Light : The newest hands-free light and mount"
"null","Web Series & TV Shows","/explore/web-series-tv-shows","/projects/a-witcher-s-tale--3","2019-05-13T23:59:59-07:00","EUR","393","0.040102040816","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/s50n4xzcgdcpvsryxejn.jpg","false","false","null","2019-03-29T00:00:00-07:00","null","null","null","null","null","2478606","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A fan-made video that will bring ""The Witcher"" to life in amazing locations","[""fantasy""]","A Witcher's Tale"
"null","Music","/explore/music","/projects/giving-voice-to-every-singer","2019-02-02T23:59:59-08:00","USD","12260","0.613","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/azhhpqchpycggqmpfzwq.jpg","false","false","null","2018-12-04T00:00:00-08:00","null","null","null","null","null","2445041","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The Gunn High School Choir: Creating Equity in the Arts for Every Student","[""community"",""students""]","Giving Voice to Every Singer"
"null","Local Businesses","/explore/local-businesses","/projects/community--45","2016-04-21T23:59:59-07:00","USD","255","0.072857142857","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jquczgdhiu7wkdgxjwrx.jpg","false","false","null","2016-02-21T21:58:16-08:00","null","null","null","null","null","1616679","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help us throw a FREE summer music festival!!","[""community""]","CommUnity"
"null","Culture","/explore/culture","/projects/pagan-fires-prism-2019","2019-08-31T23:59:59-07:00","USD","1875","0.421917191719","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dpezmgf7sozrdxyw2hgf.jpg","false","false","null","2019-07-14T00:00:00-07:00","null","null","null","null","null","2525300","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The new festival with a lot of experience.","[""community"",""speakers"",""festival"",""camping""]","Pagan Fires Prism 2019"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/italian-design-from-classic-to-sporty-in-seconds","2021-08-23T23:59:59-07:00","USD","667","0.148222222222","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vtp9ktb0jcbpgk42df9f.jpg","false","false","null","2021-07-09T00:00:00-07:00","null","null","null","null","production","2688712","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","KAMA LUXE: An automatic watch that can be styled in 8 different ways.
 1 watch - 8 different looks","[""watches"",""design"",""men"",""jewelry"",""women""]","Italian Design - From Classic to Sporty in Seconds"
"null","Film","/explore/film","/projects/dark-forest-short-horror-film","2021-04-16T23:59:59-07:00","GBP","1106","1.005454545455","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/yeqwqphcnlrb8b8asekt.jpg","true","false","null","2021-02-15T00:00:00-08:00","null","null","null","null","null","2658906","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Four teenagers go camping in the woods, only to discover an evil that had been buried for centuries","[""horror"",""short film"",""suspense""]","Dark Forest - Short Horror Film"
"null","Art","/explore/art","/projects/artlives-never-see-a-billboard-the-same-way-again","2015-11-10T23:59:59-08:00","USD","3350","0.67","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/possbtmsnypcv8dwyyxb.jpg","false","false","null","2015-10-06T09:34:30-07:00","null","null","null","null","null","1464838","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","RAREFORM's Artist Series puts art on a billboard in L.A. then it is repurposed into unique bags.","[""other""]","ArtLives: Never see a billboard the same way again"
"null","Tabletop Games","/explore/tabletop-games","/projects/santaland-ranger-s-game","2019-12-28T23:59:59-08:00","USD","285","0.285","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/sqw9eqkcdo80wiefwkux.jpg","false","false","null","2019-11-28T00:00:00-08:00","null","null","null","null","null","2562989","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A new holiday-themed board game for the whole family (Ages 4+)","[""family"",""fantasy"",""kids"",""toys""]","SANTALAND: Ranger's Game"
"null","Photography","/explore/photography","/projects/1000-shillings-photography-fellowship--1017","2013-05-15T23:59:59-07:00","USD","1926","0.428","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/guhz3m56o8apqu85kq1h.jpg","false","false","null","2013-04-13T09:23:54-07:00","null","null","null","null","null","378001","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Photographing and supporting women artisan entrepreneurs in Namatala, Uganda.","[""other""]","1000 Shillings Photography Fellowship"
"null","Culture","/explore/culture","/projects/support-kids-dreams-and-education-with-ocym","2021-08-28T23:59:59-07:00","USD","230","0.014375","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ro2qey9gwklwnqs8rxjp.jpg","false","false","null","2021-06-29T00:00:00-07:00","null","null","null","null","null","2675535","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Will you support the youth and their future?","[""sports"",""adventure"",""kids"",""family"",""community""]","Support Kids: Dreams and Education with OcYM!"
"null","Web Series & TV Shows","/explore/web-series-tv-shows","/projects/that-s-what-the-boys-are-for-tv-series","2019-05-15T23:59:59-07:00","AUD","250","0.0125","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dyhocxoyotuiidamtjsz.jpg","false","false","null","2019-03-16T00:00:00-07:00","null","null","null","null","null","2480608","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A sitcom which sees 6 friends move in together, battling work, money and love to stay afloat in life","[""comedy"",""drama"",""youtube"",""other"",""adventure""]","That's What the Boys Are For - TV series"
"null","Art","/explore/art","/projects/the-vintage-whimsy-tour","2016-11-08T23:59:59-08:00","USD","1265","0.253","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/yihoilwzhkf2p5wmbfmw.jpg","false","false","null","2016-09-09T17:02:37-07:00","null","null","null","null","null","1857671","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","a 9000-mile* road trip / photographic safari across America with my Pug. *estimated to be longer","[""fantasy""]","the vintage whimsy tour"
"null","Education","/explore/education","/projects/help-educate-nepali-indian-schoolchildren","2015-08-27T23:59:59-07:00","USD","650","0.013","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ak3q3fivykzki366webo.jpg","false","false","null","2015-06-28T07:15:13-07:00","null","null","null","null","null","1289629","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help us educate 50 Nepali - Indian Children in West Bengal India.","[""drama""]","Help educate Nepali - Indian Schoolchildren"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/yourlook-cut-slash-resistant-jacket","2017-01-01T23:59:59-08:00","USD","278","0.003475","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/utnqnmioswg6hvecfu9z.jpg","false","false","null","2016-11-02T11:01:44-07:00","null","null","null","null","null","1941349","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","YourLook Jacket will help to resist high intensity of cuts and slits from sharp weapons.","[""other""]","YOURLOOK : Cut & Slash Resistant Jacket"
"null","Transportation","/explore/transportation","/projects/luma-boards-the-most-futuristic-board-ever-made","2017-07-18T23:59:59-07:00","EUR","437","0.01748","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ye6sl7rdctpnyf9fb95g.jpg","false","false","null","2017-05-19T07:40:40-07:00","null","null","null","null","null","2108333","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Introducing Illuminating Skateboarding. Light your way at night & skate an aesthetic cruiser by day","[""design""]","LUMA BOARDS - The most futuristic board ever made"
"null","Phones & Accessories","/explore/phones-accessories","/projects/supercalla-charging-data-cables-redesigned","2020-05-04T23:59:59-07:00","USD","2079006","175.8695","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cxblb3jsmqqfxasi4klu.jpg","true","false","null","2020-05-03T23:59:59-07:00","null","null","null","null","production","2600130","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Form, function and irresistible fidgeting all in a one-of-a-kind magnetic charging / data cable!","[""chargers""]","SuperCalla - Charging & Data Cables Redesigned"
"null","Travel & Outdoors","/explore/travel-outdoors","/projects/new-one80-headlamp","2021-07-14T23:59:59-07:00","USD","75947","6.31487394958","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/luol30kxn2gmp5jvty9g.jpg","true","false","null","2021-07-13T23:59:59-07:00","null","null","null","null","null","2690998","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","180° illumination + long throw directional spot light all combined into one awesome headlamp.","[""batteries"",""camping"",""hiking""]","New One80 Headlamp"
"null","Energy & Green Tech","/explore/energy-green-tech","/projects/the-ocean-polymers-project","2019-09-03T23:59:59-07:00","GBP","377","0.000538571429","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/slccib1kg383casky47q.jpg","false","false","null","2019-07-05T00:00:00-07:00","null","null","null","null","null","2513219","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The profitable sustainable solution to the removal  of ocean waste with the creation of clean energy","[""other""]","The Ocean Polymers Project"
"null","Education","/explore/education","/projects/the-khaled-al-assad-archaeology-scholarship-fund","2015-10-18T23:59:59-07:00","GBP","95","0.0038","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nxw3vhhz08alutjvxxi5.jpg","false","false","null","2015-08-19T07:39:36-07:00","null","null","null","null","null","1401267","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Let's create a fitting memorial to this brave soul. Lost to the world but heroic unto the end.","[""other""]","The Khaled al-Assad Archaeology Scholarship Fund "
"null","Writing & Publishing","/explore/writing-publishing","/projects/scroll-publishing-company","2016-05-19T23:59:59-07:00","USD","1177","0.196166666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wytfgzszndukx74p1hus.jpg","false","false","null","2016-04-19T15:30:44-07:00","null","null","null","null","null","1724989","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Poetry for sale in the form of cigarette size packs.","[""design""]","Scroll Publishing Company"
"null","Tabletop Games","/explore/tabletop-games","/projects/dragonvault","2020-09-03T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/t5epp39rngyzplhlc5wa.jpg","false","false","null","2020-08-04T00:00:00-07:00","null","null","null","null","null","2604912","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Dragonvault is a tabletop card game for 4-8 players,","[""fantasy""]","Dragonvault"
"null","Audio","/explore/audio","/projects/reaxt-quality-speaker-affordable-price-tag","2020-10-07T23:59:59-07:00","USD","82444","3.9842","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/rdrt5qb3lwjqhm70baw1.jpg","true","false","null","2020-10-06T23:59:59-07:00","null","null","null","null","null","2632250","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","REAXT - Quality Speaker. Affordable Price Tag.","[""speakers"",""bluetooth"",""smart phones"",""wireless"",""headphones""]","REAXT - Quality Speaker. Affordable Price Tag."
"null","Productivity","/explore/productivity","/projects/aidon-t-exist-ii-nonexistent-boogaloo","2017-05-15T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hgwrecmbhdpcqisjkiug.jpg","false","false","null","2017-03-16T12:05:54-07:00","null","null","null","null","null","2065201","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The Continuing Adventures of the Little Robot to Separate You From Your Money","[""robots"",""robots""]","Aidon't Exist II Nonexistent Boogaloo"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/pepper-s-closet-be-ocean-positive","2017-10-17T23:59:59-07:00","USD","1280","0.0512","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ddkupb6uizotp9daa2hn.jpg","false","false","null","2017-08-18T12:55:34-07:00","null","null","null","null","prototype","2182779","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","10% of net profits support ocean conservation, research, & cleanup efforts.","[""other""]","Pepper's Closet...Be Ocean Positive"
